P,-9,-8.9,-8.8,-8.7,-8.6,-8.5,-8.4,-8.3,-8.2,-8.1,-8,-7.9,-7.8,-7.7,-7.6,-7.5,-7.4,-7.3,-7.2,-7.1,-7,-6.9,-6.8,-6.7,-6.6,-6.5,-6.4,-6.3,-6.2,-6.1,-6,-5.9,-5.8,-5.7,-5.6,-5.5,-5.4,-5.3,-5.2,-5.1,-5,-4.9,-4.8,-4.7,-4.6,-4.5,-4.4,-4.3,-4.2,-4.1,-4,-3.9,-3.8,-3.7,-3.6,-3.5,-3.4,-3.3,-3.2,-3.1,-3,-2.9,-2.8,-2.7,-2.6,-2.5,-2.4,-2.3,-2.2,-2.1,-2,-1.9,-1.8,-1.7,-1.6,-1.5,-1.4,-1.3,-1.2,-1.1,-1,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,6.1,6.2,6.3,6.4,6.5,6.6,6.7,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9
0.9999,-20.53356,-20.3942,-20.25402,-20.113,-19.97115,-19.82845,-19.68489,-19.54046,-19.39571,-19.24898,-19.10191,-18.95393,-18.80504,-18.65522,-18.50447,-18.35278,-18.20013,-18.04652,-17.89193,-17.73636,-17.57979,-17.42221,-17.26361,-17.10397,-16.94329,-16.78156,-16.61875,-16.45487,-16.28989,-16.1238,-15.9566,-15.78826,-15.61878,-15.44813,-15.27632,-15.10332,-14.92912,-14.7537,-14.57706,-14.39918,-14.22004,-14.03963,-13.85794,-13.67495,-13.49066,-13.30504,-13.11808,-12.92977,-12.7401,-12.54906,-12.35663,-12.1628,-11.96757,-11.77092,-11.57284,-11.37334,-11.17239,-10.97001,-10.76618,-10.5609,-10.35418,-10.14602,-9.93643,-9.72543,-9.51301,-9.2992,-9.08403,-8.86753,-8.64971,-8.43064,-8.21034,-7.98888,-7.76632,-7.54272,-7.31818,-7.09277,-6.86661,-6.6398,-6.41249,-6.1848,-5.95691,-5.72899,-5.50124,-5.27389,-5.04718,-4.82141,-4.59687,-4.37394,-4.15301,-3.93453,-3.71902,-3.50703,-3.29921,-3.09631,-2.89907,-2.70836,-2.52507,-2.35015,-2.18448,-2.02891,-1.8841,-1.75053,-1.62838,-1.51752,-1.41753,-1.32774,-1.23728,-1.1752,-1.11054,-1.05239,-0.9999,-0.95234,-0.90908,-0.86956,-0.83333,-0.8,-0.76923,-0.74074,-0.71429,-0.68966,-0.66667,-0.64516,-0.625,-0.60606,-0.58824,-0.57143,-0.55556,-0.54054,-0.52632,-0.51282,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
0.9995,-14.52288,-14.44446,-14.36528,-14.28534,-14.20463,-14.12314,-14.04086,-13.95778,-13.87389,-13.78919,-13.70366,-13.6173,-13.53009,-13.44202,-13.35309,-13.26328,-13.17258,-13.08098,-12.98848,-12.89505,-12.80069,-12.70539,-12.60913,-12.5119,-12.4137,-12.3145,-12.21429,-12.11307,-12.01082,-11.90752,-11.80316,-11.69773,-11.59122,-11.4836,-11.37487,-11.26502,-11.15402,-11.04186,-10.92853,-10.8141,-10.69829,-10.58135,-10.46318,-10.34375,-10.22307,-10.1011,-9.97784,-9.85326,-9.72737,-9.60013,-9.47154,-9.34158,-9.21023,-9.0775,-8.94335,-8.80779,-8.67079,-8.53236,-8.39248,-8.25115,-8.10836,-7.96411,-7.81839,-7.67121,-7.52258,-7.3725,-7.22098,-7.06804,-6.9137,-6.75798,-6.6009,-6.44251,-6.28285,-6.12196,-5.9599,-5.79673,-5.63252,-5.46735,-5.3013,-5.13449,-4.96701,-4.79899,-4.63057,-4.46189,-4.29311,-4.12443,-3.95605,-3.7882,-3.62113,-3.45513,-3.29053,-3.12767,-2.96698,-2.80889,-2.6539,-2.50257,-2.35549,-2.21328,-2.07661,-1.94611,-1.82241,-1.70603,-1.59738,-1.49673,-1.40413,-1.31944,-1.24235,-1.1724,-1.10901,-1.05159,-0.9995,-0.95215,-0.90899,-0.86952,-0.83331,-0.79999,-0.76923,-0.74074,-0.71429,-0.68966,-0.66667,-0.64516,-0.625,-0.60606,-0.58824,-0.57143,-0.55556,-0.54054,-0.52632,-0.51282,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
0.9990,-12.04437,-11.99009,-11.93509,-11.87938,-11.82294,-11.76576,-11.70785,-11.64917,-11.58974,-11.52953,-11.46855,-11.40677,-11.34419,-11.2808,-11.21658,-11.15154,-11.08565,-11.0189,-10.95129,-10.88281,-10.81343,-10.74316,-10.67197,-10.59986,-10.52681,-10.45281,-10.37785,-10.30192,-10.22499,-10.14706,-10.06812,-9.98815,-9.90713,-9.82505,-9.7419,-9.65766,-9.57232,-9.48586,-9.39827,-9.30952,-9.21961,-9.12852,-9.03623,-8.94273,-8.848,-8.75202,-8.65479,-8.55627,-8.45646,-8.35534,-8.25289,-8.1491,-8.04395,-7.93744,-7.82954,-7.72024,-7.60953,-7.49739,-7.38382,-7.26881,-7.15235,-7.03443,-6.91505,-6.79421,-6.67191,-6.54814,-6.42292,-6.29626,-6.16816,-6.03865,-5.90776,-5.77549,-5.6419,-5.50701,-5.37087,-5.23353,-5.09505,-4.95549,-4.81492,-4.67344,-4.53112,-4.38807,-4.24439,-4.10022,-3.95567,-3.8109,-3.66608,-3.52139,-3.37703,-3.23322,-3.09023,-2.94834,-2.80786,-2.66915,-2.53261,-2.39867,-2.2678,-2.14053,-2.01739,-1.89894,-1.78572,-1.67825,-1.57695,-1.48216,-1.39408,-1.31275,-1.23805,-1.16974,-1.10743,-1.05068,-0.999,-0.95188,-0.90885,-0.86945,-0.83328,-0.79998,-0.76922,-0.74074,-0.71428,-0.68965,-0.66667,-0.64516,-0.625,-0.60606,-0.58824,-0.57143,-0.55556,-0.54054,-0.52632,-0.51282,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
0.9980,-9.65701,-9.62504,-9.59243,-9.55915,-9.52521,-9.4906,-9.4553,-9.41931,-9.38262,-9.34521,-9.30709,-9.26823,-9.22863,-9.18828,-9.14717,-9.10528,-9.06261,-9.01915,-8.97488,-8.92979,-8.88387,-8.83711,-8.7895,-8.74102,-8.69167,-8.64142,-8.59027,-8.5382,-8.48519,-8.43125,-8.37634,-8.32046,-8.26359,-8.20572,-8.14683,-8.08691,-8.02594,-7.9639,-7.90078,-7.83657,-7.77124,-7.70479,-7.63718,-7.56842,-7.49847,-7.42733,-7.35497,-7.28138,-7.20654,-7.13043,-7.05304,-6.97435,-6.89435,-6.81301,-6.73032,-6.64627,-6.56084,-6.47401,-6.38578,-6.29613,-6.20506,-6.11254,-6.01858,-5.92316,-5.82629,-5.72796,-5.62818,-5.52694,-5.42426,-5.32014,-5.21461,-5.10768,-4.99937,-4.88971,-4.77875,-4.66651,-4.55304,-4.43839,-4.32263,-4.20582,-4.08802,-3.96932,-3.84981,-3.72957,-3.60872,-3.48737,-3.36566,-3.24371,-2.12169,-2.99978,-2.87816,-2.75706,-2.63672,-2.51741,-2.39942,-2.28311,-2.16884,-2.05701,-1.94806,-1.84244,-1.74062,-1.64305,-1.55016,-1.46232,-1.37981,-1.30279,-1.23132,-1.16534,-1.10465,-1.04898,-0.998,-0.95131,-0.90854,-0.86929,-0.8332,-0.79994,-0.7692,-0.74073,-0.71428,-0.68965,-0.66667,-0.64516,-0.625,-0.60606,-0.58824,-0.57143,-0.55556,-0.54054,-0.52632,-0.51282,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
0.9950,-6.68763,-6.6813,-6.67443,-6.66703,-6.65907,-6.65056,-6.64148,-6.63183,-6.62159,-6.61075,-6.59931,-6.58725,-6.57456,-6.56124,-6.54727,-6.53264,-6.51735,-6.50137,-6.4847,-6.46733,-6.44924,-6.43042,-6.41086,-6.39055,-6.36948,-6.34762,-6.32497,-6.30151,-6.27723,-6.25212,-6.22616,-6.19933,-6.17162,-6.14302,-6.11351,-6.08307,-6.05169,-6.01934,-5.98602,-5.95171,-5.91639,-5.88004,-5.84265,-5.80418,-5.76464,-5.724,-5.68224,-5.63934,-5.59528,-5.55005,-5.50362,-5.45598,-5.40711,-5.35698,-5.30559,-5.25291,-5.19892,-5.14362,-5.08697,-5.02897,-4.96959,-4.90884,-4.84669,-4.78313,-4.71815,-4.65176,-4.45393,-4.51467,-4.44398,-4.37186,-4.29832,-4.22336,-4.147,-4.06926,-3.99016,-3.90973,-3.82798,-3.74497,-3.66073,-3.5753,-3.48874,-3.40109,-3.31243,-3.22281,-3.13232,-3.04102,-2.949,-2.85636,-2.76321,-2.66965,-2.57583,-2.48187,-2.38795,-2.29423,-2.20092,-2.10825,-2.01644,-1.9258,-1.8366,-1.74919,-1.6639,-1.5811,-1.50114,-1.42439,-1.35114,-1.28167,-1.21618,-1.15477,-1.09749,-1.04427,-0.99499,-0.94945,-0.90742,-0.86863,-0.83283,-0.79973,-0.76909,-0.74067,-0.71425,-0.68964,-0.66666,-0.64516,-0.625,-0.60606,-0.58824,-0.57143,-0.55556,-0.54054,-0.52632,-0.51282,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
0.9900,-4.63541,-4.64429,-4.65277,-4.66085,-4.6685,-4.67573,-4.68252,-4.68887,-4.69476,-4.70019,-4.70514,-4.70961,-4.71358,-4.71704,-4.71998,-4.7224,-4.72427,-4.72559,-4.72635,-4.72653,-4.72613,-4.72512,-4.7235,-4.72125,-4.71836,-4.71482,-4.71061,-4.70571,-4.70013,-4.69382,-4.6868,-4.67903,-4.6705,-4.6612,-4.65111,-4.64022,-4.6285,-4.61594,-4.60252,-4.58823,-4.57304,-4.55694,-4.5399,-4.52192,-4.50297,-4.48303,-4.46207,-4.44009,-4.41706,-4.39296,-4.36777,-4.34147,-4.31403,-4.28545,-4.25569,-4.22473,-4.19257,-4.15917,-4.12452,-4.08859,-4.05138,-4.01286,-3.97301,-3.93183,-3.8893,-3.8454,-3.80013,-3.75347,-3.70543,-3.656,-3.60517,-3.55295,-3.49935,-3.44438,-3.38804,-3.33035,-3.27134,-3.21103,-3.14944,-3.0866,-3.02256,-2.95735,-2.89101,-2.82359,-2.75514,-2.68572,-2.61539,-2.54421,-2.47226,-2.39961,-2.32635,-2.25258,-2.1784,-2.10394,-2.02933,-1.95472,-1.88029,-1.80621,-1.73271,-1.66001,-1.58838,-1.51808,-1.44942,-1.38267,-1.31815,-1.25611,-1.1968,-1.14042,-1.08711,-1.03695,-0.98995,-0.94607,-0.90521,-0.86723,-0.83196,-0.79921,-0.76878,-0.74049,-0.71415,-0.68959,-0.66663,-0.64514,-0.62499,-0.60606,-0.58823,-0.57143,-0.55556,-0.54054,-0.52632,-0.51282,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
0.9800,-2.82035,-2.83919,-2.85782,-2.87622,-2.8944,-2.91234,-2.93002,-2.94746,-2.96462,-2.9815,-2.9981,-3.01439,-3.03038,-3.04604,-3.06137,-3.07636,-3.09099,-3.10525,-3.11914,-3.13263,-3.14572,-3.15838,-3.17062,-3.18241,-3.19374,-3.2046,-3.21497,-3.22484,-3.23419,-3.24301,-3.25128,-3.25898,-3.2661,-3.27263,-3.27854,-3.28381,-3.28844,-3.2924,-3.29567,-3.29823,-3.30007,-3.30116,-3.30149,-3.30103,-3.29976,-3.29767,-3.29473,-3.29092,-3.28622,-3.2806,-3.27404,-3.26653,-3.25803,-3.24853,-3.238,-3.22641,-3.21375,-3.2,-3.18512,-3.16911,-3.15193,-3.13356,-3.11399,-3.0932,-3.07116,-3.04787,-3.0233,-2.99744,-2.97028,-2.94181,-2.91202,-2.88091,-2.84848,-2.81471,-2.77964,-2.74325,-2.70556,-2.66657,-2.62631,-2.5848,-2.54206,-2.49811,-2.45298,-2.4067,-2.35931,-2.31084,-2.26133,-2.21081,-2.15935,-2.10697,-2.05375,-1.99973,-1.94499,-1.88959,-1.83361,-1.77716,-1.72033,-1.66325,-1.60604,-1.54886,-1.49188,-1.43529,-1.37929,-1.32412,-1.26999,-1.21716,-1.16584,-1.11628,-1.06864,-1.02311,-0.9798,-0.93878,-0.90009,-0.86371,-0.82959,-0.79765,-0.76779,-0.73987,-0.71377,-0.68935,-0.66649,-0.64507,-0.62495,-0.60603,-0.58822,-0.57142,-0.55555,-0.54054,-0.52631,-0.51282,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
0.9750,-2.30138,-2.32197,-2.34242,-2.36273,-2.38288,-2.40287,-2.42268,-2.44231,-2.46175,-2.48099,-2.50001,-2.51881,-2.53737,-2.55569,-2.57375,-2.59154,-2.60905,-2.62626,-2.64317,-2.65977,-2.67603,-2.69195,-2.70751,-2.7227,-2.73751,-2.75191,-2.76591,-2.77947,-2.79259,-2.80525,-2.81743,-2.82912,-2.8403,-2.85096,-2.86107,-2.87062,-2.87959,-2.88796,-2.89572,-2.90283,-2.9093,-2.91508,-2.92017,-2.92455,-2.92818,-2.93105,-2.93314,-2.93443,-2.93489,-2.9345,-2.93324,-2.93107,-2.92799,-2.92397,-2.91898,-2.91299,-2.90599,-2.89795,-2.88884,-2.87865,-2.86735,-2.85492,-2.84134,-2.82658,-2.81062,-2.79345,-2.77506,-2.75541,-2.73451,-2.71234,-2.68888,-2.66413,-2.6381,-2.61076,-2.58214,-2.55222,-2.52102,-2.48855,-2.45482,-2.41984,-2.38364,-2.34623,-2.30764,-2.2679,-2.22702,-2.18505,-2.14202,-2.09795,-2.0529,-2.00688,-1.95996,-1.91219,-1.8636,-1.81427,-1.76427,-1.71366,-1.66253,-1.61099,-1.55914,-1.50712,-1.45507,-1.40314,-1.35153,-1.30042,-1.25004,-1.20059,-1.15229,-1.10537,-1.06001,-1.0164,-0.97468,-0.93495,-0.89728,-0.86169,-0.82817,-0.79667,-0.76712,-0.73943,-0.71348,-0.68917,-0.66638,-0.645,-0.62491,-0.60601,-0.58821,-0.57141,-0.55555,-0.54054,-0.52631,-0.51282,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
0.9600,-1.33922,-1.36065,-1.38213,-1.40364,-1.42518,-1.44673,-1.46829,-1.48985,-1.51141,-1.53294,-1.55444,-1.57591,-1.59732,-1.61867,-1.63995,-1.66115,-1.68225,-1.70325,-1.72412,-1.74487,-1.76547,-1.78591,-1.80618,-1.82627,-1.84616,-1.86584,-1.88528,-1.90449,-1.92343,-1.9421,-1.96048,-1.97855,-1.99629,-2.01369,-2.03073,-2.04739,-2.06365,-2.0795,-2.0949,-2.10985,-2.12432,-2.13829,-2.15174,-2.16465,-2.17699,-2.18874,-2.19988,-2.21039,-2.22024,-2.2294,-2.23786,-2.24558,-2.25254,-2.25872,-2.26409,-2.26862,-2.27229,-2.27506,-2.27693,-2.27785,-2.2778,-2.27676,-2.2747,-2.2716,-2.26743,-2.26217,-2.25581,-2.24831,-2.23967,-2.22986,-2.21888,-2.2067,-2.19332,-2.17873,-2.16293,-2.14591,-2.12768,-2.10823,-2.08758,-2.06573,-2.04269,-2.01848,-1.99311,-1.9666,-1.93896,-1.91022,-1.88039,-1.84949,-1.81756,-1.78462,-1.75069,-1.7158,-1.67999,-1.64329,-1.60574,-1.5674,-1.5283,-1.48852,-1.44813,-1.4072,-1.36584,-1.32414,-1.28225,-1.24028,-1.19842,-1.15682,-1.11566,-1.07513,-1.03543,-0.99672,-0.95918,-0.92295,-0.88814,-0.85486,-0.82315,-0.79306,-0.76456,-0.73765,-0.71227,-0.68836,-0.66585,-0.64465,-0.62469,-0.60587,-0.58812,-0.57136,-0.55552,-0.54052,-0.5263,-0.51281,-0.5,-0.4878,-0.47619,-0.46512,-0.45455,-0.44444,-0.43478,-0.42553,-0.41667,-0.40816,-0.4,-0.39216,-0.38462,-0.37736,-0.37037,-0.36364,-0.35714,-0.35088,-0.34483,-0.33898,-0.33333,-0.32787,-0.32258,-0.31746,-0.3125,-0.30769,-0.30303,-0.29851,-0.29412,-0.28986,-0.28571,-0.28169,-0.27778,-0.27397,-0.27027,-0.26667,-0.26316,-0.25974,-0.25641,-0.25316,-0.25,-0.24691,-0.2439,-0.24096,-0.2381,-0.23529,-0.23256,-0.22989,-0.22727,-0.22472,-0.22222
